Bank,Account Number,Loan Type,Investor Code,Borrower,Property Address,Property Type,Product Line,State,Occup Code,Stop Code,Account Officer,Loan Closing Date,Maturity Date,Next Payment Due Date,Payment Due Amount,Delinquency Type,# Days Past Due,Total Bank Balance,Charge off Amount,Orig Appraisal Amount,Orig Appraisal Date,Appraisal Value,Appraisal Date,FICO,Total LTV,Last Payment Received Date,Last Payment Received Amount,Suspense Balance,DDA/Sav Acct#,DDA/Sav Account Balance,Latest Contact Date,Latest Attempt Date,Resp 5/9
East West Bank,EWB-1000797,ARM,FHLMC,Borrower 797,"7960 Main St, Unit 31",Commercial & Multi-Family (5+ Units),LC1,WA,3,FC,Matthew Moore,2022-11-17,2052-11-09,2026-04-21,4972,Current,0,694805,0,1148555,2022-10-18,1353789,2025-06-11,750,51.32,2026-02-04,1507,397,SAV-98403,49032,2026-03-20,2026-03-17,Y
East West Bank,EWB-1000798,ARM,GNMA,Borrower 798,"3358 Main St, Unit 19",Residential Property (1-4 Units),LC1,NJ,2,LOSS,Daniel Martin,2023-06-15,2053-06-07,2026-04-21,4501,Current,0,755227,0,810327,2023-05-16,963227,2025-04-05,634,78.41,2026-03-06,3697,134,SAV-36857,4451,2026-03-08,2026-03-19,NA
East West Bank,EWB-1000799,Equity,FHLMC,Borrower 799,"8069 Main St, Unit 31",Commercial & Multi-Family (5+ Units),LC1,TX,3,M,Thomas Thompson,2022-02-17,2052-02-10,2026-04-21,4130,30-Day Delinquent,30,871927,0,942154,2022-01-18,1047472,2024-06-18,734,83.24,2026-03-16,1036,308,SAV-60752,46498,2026-03-09,2026-03-18,N
East West Bank,EWB-1000800,Construction,FNMA,Borrower 800,"6165 Main St, Unit 21",Commercial & Multi-Family (5+ Units),HE1,VA,2,FC,Michael Chen,2023-11-28,2053-11-20,2026-04-21,2414,Current,0,429050,0,629083,2023-10-29,790161,2024-05-09,752,54.3,2026-02-02,2258,35,SAV-50543,23749,2026-03-08,2026-03-20,N
East West Bank,EWB-1000801,Lot Loan,GNMA,Borrower 801,"1661 Main St, Unit 43",Commercial & Multi-Family (5+ Units),LC1,NJ,1,REO,Patricia Hernandez,2022-06-13,2052-06-05,2026-04-21,1609,Current,0,855174,0,1484536,2022-05-14,1809109,2024-12-10,827,47.27,2026-02-02,1376,57,SAV-82169,22538,2026-03-10,2026-03-22,Y
East West Bank,EWB-1000802,Specialty,PRIV,Borrower 802,"9517 Main St, Unit 14",Commercial & Multi-Family (5+ Units),CS1,CA,1,M,Sandra Garcia,2023-05-25,2053-05-17,2026-04-21,1157,90-Day Delinquent,150,738843,4156,1254417,2023-04-25,1289290,2024-10-10,708,57.31,2026-03-10,2342,170,SAV-34205,33283,2026-03-20,2026-03-18,Y
East West Bank,EWB-1000803,Specialty,FNMA,Borrower 803,"1396 Main St, Unit 45",Residential Property (1-4 Units),HE1,IL,2,M,Linda Garcia,2023-11-20,2053-11-12,2026-04-21,4928,Current,0,1048675,0,1291340,2023-10-21,1501005,2025-03-31,820,69.86,2026-01-26,1846,352,SAV-35350,46175,2026-03-18,2026-03-18,NA
East West Bank,EWB-1000804,Conventional,FNMA,Borrower 804,"5806 Main St, Unit 11",Commercial & Multi-Family (5+ Units),SP1,NY,3,M,Nancy Jackson,2022-11-09,2052-11-01,2026-04-21,2542,30-Day Delinquent,30,410549,0,518226,2022-10-10,589295,2024-06-06,670,69.67,2026-03-07,2838,85,SAV-25157,34947,2026-03-13,2026-03-18,Y
East West Bank,EWB-1000805,Conventional,FNMA,Borrower 805,"2131 Main St, Unit 34",Residential Property (1-4 Units),HE1,CA,3,LOSS,Joseph White,2023-02-12,2053-02-04,2026-04-21,3903,Current,0,736965,0,1244316,2023-01-13,1616111,2025-10-28,760,45.6,2026-03-16,2628,297,SAV-29483,43241,2026-03-22,2026-03-21,N
East West Bank,EWB-1000806,Conventional,GNMA,Borrower 806,"186 Main St, Unit 38",Residential Property (1-4 Units),CR1,WA,1,TRNS,John Smith,2023-08-24,2053-08-16,2026-04-21,4890,Current,0,493345,0,595376,2023-07-25,730615,2025-10-30,836,67.52,2026-02-16,1468,290,SAV-95859,43045,2026-03-11,2026-03-17,N
East West Bank,EWB-1000807,ARM,GNMA,Borrower 807,"749 Main St, Unit 41",Residential Property (1-4 Units),CR1,TX,1,M,Nancy Jackson,2023-01-26,2053-01-18,2026-04-21,2803,Current,0,755173,0,1311068,2022-12-27,1592942,2025-01-13,695,47.41,2026-03-04,1905,302,SAV-25529,3555,2026-03-19,2026-03-18,NA
East West Bank,EWB-1000808,Lot Loan,GNMA,Borrower 808,"743 Main St, Unit 24",Residential Property (1-4 Units),CE1,NJ,1,LEG,Richard Davis,2022-11-19,2052-11-11,2026-04-21,2758,Current,0,741589,0,792762,2022-10-20,780707,2026-01-11,684,94.99,2026-02-18,1079,137,SAV-16595,20331,2026-03-20,2026-03-19,NA
East West Bank,EWB-1000809,Lot Loan,PRIV,Borrower 809,"3881 Main St, Unit 12",Residential Property (1-4 Units),HE1,FL,4,BK,Margaret Harris,2023-11-15,2053-11-07,2026-04-21,3015,Current,0,1056982,0,1289904,2023-10-16,1604270,2025-01-16,816,65.89,2026-03-12,1302,260,SAV-29463,3207,2026-03-08,2026-03-18,N
East West Bank,EWB-1000810,Specialty,FNMA,Borrower 810,"8310 Main St, Unit 25",Residential Property (1-4 Units),LC1,WA,3,BK,Margaret Harris,2023-06-16,2053-06-08,2026-04-21,1221,Current,0,628842,0,1130547,2023-05-17,1321505,2025-06-10,718,47.59,2026-03-10,1476,189,SAV-27379,25617,2026-03-11,2026-03-17,N
East West Bank,EWB-1000811,Lot Loan,FHLMC,Borrower 811,"5160 Main St, Unit 16",Residential Property (1-4 Units),CE1,TX,1,SII,Joseph White,2022-04-18,2052-04-10,2026-04-21,1862,Current,0,966513,0,1248388,2022-03-19,1337244,2025-11-14,655,72.28,2026-03-11,2026,179,SAV-52664,22016,2026-03-07,2026-03-22,NA
East West Bank,EWB-1000812,Foreign National,FHLMC,Borrower 812,"6264 Main St, Unit 20",Commercial & Multi-Family (5+ Units),SP1,NY,3,PIF,Margaret Harris,2023-12-08,2053-11-30,2026-04-21,3091,60-Day Delinquent,60,1147603,0,1307522,2023-11-08,1692184,2025-11-04,767,67.82,2026-03-15,3908,378,SAV-29793,29295,2026-03-22,2026-03-18,Y
East West Bank,EWB-1000813,Equity,PRIV,Borrower 813,"4659 Main St, Unit 46",Commercial & Multi-Family (5+ Units),CR1,GA,3,PIF,Sarah Jenkins,2022-10-05,2052-09-27,2026-04-21,2793,Current,0,793086,0,869174,2022-09-05,872147,2025-09-20,619,90.93,2026-01-26,1602,385,SAV-49004,21666,2026-03-09,2026-03-21,Y
East West Bank,EWB-1000814,Conventional,PRIV,Borrower 814,"6889 Main St, Unit 22",Residential Property (1-4 Units),HE1,IL,1,LEG,Michael Chen,2022-03-02,2052-02-23,2026-04-21,2099,Current,0,314855,0,545395,2022-01-31,514286,2025-11-29,821,61.22,2026-02-18,2109,359,SAV-87503,44495,2026-03-19,2026-03-21,NA
East West Bank,EWB-1000815,Specialty,EWB-INT,Borrower 815,"7012 Main St, Unit 43",Residential Property (1-4 Units),CR1,MA,2,DIS,Sandra Garcia,2022-03-14,2052-03-06,2026-04-21,1160,Current,0,1157228,0,1481420,2022-02-12,1566341,2024-08-17,726,73.88,2026-01-23,1295,261,SAV-50434,26933,2026-03-18,2026-03-17,Y
East West Bank,EWB-1000816,Construction,FNMA,Borrower 816,"5327 Main St, Unit 30",Residential Property (1-4 Units),SP1,NY,2,TRNS,Michael Chen,2022-12-17,2052-12-09,2026-04-21,2634,Current,0,323475,0,557085,2022-11-17,616687,2024-10-15,774,52.45,2026-03-19,2995,264,SAV-26661,7736,2026-03-22,2026-03-21,NA
East West Bank,EWB-1000817,Specialty,FHLMC,Borrower 817,"1842 Main St, Unit 45",Residential Property (1-4 Units),LC1,IL,1,PIF,Karen Anderson,2022-12-07,2052-11-29,2026-04-21,3793,Current,0,477338,0,521994,2022-11-07,563102,2026-01-12,768,84.77,2026-03-20,2721,351,SAV-72194,20351,2026-03-17,2026-03-19,NA
East West Bank,EWB-1000818,Conventional,FNMA,Borrower 818,"650 Main St, Unit 27",Residential Property (1-4 Units),LC1,VA,2,DIS,David Rodriguez,2023-05-02,2053-04-24,2026-04-21,4596,30-Day Delinquent,30,526135,0,694279,2023-04-02,675761,2024-09-03,583,77.86,2026-02-18,3985,171,SAV-33159,19241,2026-03-19,2026-03-21,Y
East West Bank,EWB-1000819,ARM,FHLMC,Borrower 819,"8705 Main St, Unit 5",Commercial & Multi-Family (5+ Units),HE1,WA,3,DIS,Linda Garcia,2023-06-18,2053-06-10,2026-04-21,3247,Current,0,201289,0,287686,2023-05-19,366539,2025-08-24,827,54.92,2026-02-23,2374,49,SAV-26979,7582,2026-03-12,2026-03-17,NA
East West Bank,EWB-1000820,Foreign National,FHLMC,Borrower 820,"4479 Main St, Unit 37",Commercial & Multi-Family (5+ Units),SP1,NY,1,PIF,Patricia Hernandez,2023-04-27,2053-04-19,2026-04-21,4395,Current,0,687696,0,1105230,2023-03-28,1052089,2025-06-12,760,65.36,2026-01-31,1041,341,SAV-15717,40955,2026-03-07,2026-03-17,N
East West Bank,EWB-1000821,Specialty,GNMA,Borrower 821,"1771 Main St, Unit 28",Commercial & Multi-Family (5+ Units),LC1,TX,4,M,Christopher Thomas,2022-10-22,2052-10-14,2026-04-21,2143,60-Day Delinquent,60,178559,0,199976,2022-09-22,246345,2024-09-30,828,72.48,2026-02-12,1849,132,SAV-28098,23473,2026-03-11,2026-03-17,NA
East West Bank,EWB-1000822,ARM,GNMA,Borrower 822,"2571 Main St, Unit 7",Residential Property (1-4 Units),CS1,NY,1,PIF,Sandra Garcia,2023-05-31,2053-05-23,2026-04-21,1220,Current,0,297433,0,369526,2023-05-01,362211,2024-06-16,664,82.12,2026-01-29,1614,53,SAV-99827,22932,2026-03-22,2026-03-21,N
East West Bank,EWB-1000823,Equity,PRIV,Borrower 823,"7469 Main St, Unit 24",Commercial & Multi-Family (5+ Units),LC1,NJ,2,FC,Charles Wilson,2023-10-01,2053-09-23,2026-04-21,3067,Current,0,177192,0,188578,2023-09-01,182742,2025-03-16,617,96.96,2026-02-06,1553,185,SAV-61326,22073,2026-03-17,2026-03-22,N
East West Bank,EWB-1000824,Lot Loan,GNMA,Borrower 824,"8401 Main St, Unit 22",Commercial & Multi-Family (5+ Units),LC1,MA,4,LOSS,Sarah Jenkins,2022-11-17,2052-11-09,2026-04-21,1257,30-Day Delinquent,30,101351,0,195475,2022-10-18,187013,2025-09-05,609,54.19,2026-03-09,3985,438,SAV-41977,33432,2026-03-14,2026-03-17,NA
East West Bank,EWB-1000825,Conventional,EWB-INT,Borrower 825,"3395 Main St, Unit 50",Commercial & Multi-Family (5+ Units),CR1,NY,4,LEG,Thomas Thompson,2023-07-14,2053-07-06,2026-04-21,1940,Current,0,553945,0,1090568,2023-06-14,1115266,2025-11-01,785,49.67,2026-03-22,3540,352,SAV-79516,27672,2026-03-20,2026-03-22,NA
East West Bank,EWB-1000826,ARM,GNMA,Borrower 826,"3287 Main St, Unit 31",Residential Property (1-4 Units),CE1,MA,4,BK,James Miller,2023-02-07,2053-01-30,2026-04-21,3930,Current,0,315011,0,367583,2023-01-08,434050,2025-02-07,626,72.57,2026-02-09,2671,310,SAV-54059,28996,2026-03-17,2026-03-20,N
East West Bank,EWB-1000827,Construction,PRIV,Borrower 827,"7311 Main St, Unit 28",Residential Property (1-4 Units),CE1,VA,1,PIF,Thomas Thompson,2023-06-21,2053-06-13,2026-04-21,2438,60-Day Delinquent,60,842099,0,1325055,2023-05-22,1406221,2024-10-05,601,59.88,2026-03-03,2362,391,SAV-22164,12428,2026-03-07,2026-03-22,NA
East West Bank,EWB-1000828,ARM,FNMA,Borrower 828,"7660 Main St, Unit 23",Commercial & Multi-Family (5+ Units),HE1,WA,1,TRNS,Michael Chen,2022-12-03,2052-11-25,2026-04-21,2371,Current,0,1372613,0,1463428,2022-11-03,1367345,2025-05-25,638,100.39,2026-03-12,1823,500,SAV-84194,37552,2026-03-16,2026-03-22,Y
East West Bank,EWB-1000829,Conventional,FHLMC,Borrower 829,"3712 Main St, Unit 34",Commercial & Multi-Family (5+ Units),CR1,MA,3,BK,Donald Martinez,2022-11-17,2052-11-09,2026-04-21,4628,Current,0,750583,0,852495,2022-10-18,776931,2024-12-05,741,96.61,2026-03-11,2896,60,SAV-58318,37082,2026-03-13,2026-03-21,NA
East West Bank,EWB-1000830,ARM,FHLMC,Borrower 830,"8736 Main St, Unit 26",Residential Property (1-4 Units),HE1,CA,2,LOSS,Matthew Moore,2023-09-27,2053-09-19,2026-04-21,3239,60-Day Delinquent,60,828921,0,1338360,2023-08-28,1671067,2024-05-11,589,49.6,2026-02-06,1523,155,SAV-36102,49671,2026-03-20,2026-03-21,Y
East West Bank,EWB-1000831,Conventional,GNMA,Borrower 831,"4032 Main St, Unit 17",Commercial & Multi-Family (5+ Units),HE1,NY,2,TRNS,Sandra Garcia,2022-06-18,2052-06-10,2026-04-21,2237,Current,0,486241,0,893859,2022-05-19,1026336,2025-11-02,732,47.38,2026-03-22,2279,316,SAV-76675,38027,2026-03-12,2026-03-20,N
East West Bank,EWB-1000832,Conventional,PRIV,Borrower 832,"6947 Main St, Unit 49",Residential Property (1-4 Units),SP1,CA,2,DIS,Sarah Jenkins,2023-01-05,2052-12-28,2026-04-21,3261,Current,0,176157,0,292180,2022-12-06,263870,2025-11-11,820,66.76,2026-01-30,2761,475,SAV-39404,48876,2026-03-12,2026-03-21,Y
East West Bank,EWB-1000833,Foreign National,GNMA,Borrower 833,"845 Main St, Unit 24",Commercial & Multi-Family (5+ Units),CE1,TX,4,LEG,Daniel Martin,2023-01-27,2053-01-19,2026-04-21,2800,Current,0,516551,0,585928,2022-12-28,558017,2024-08-07,660,92.57,2026-03-17,2893,34,SAV-45031,4648,2026-03-12,2026-03-20,NA
East West Bank,EWB-1000834,Construction,EWB-INT,Borrower 834,"1269 Main St, Unit 19",Commercial & Multi-Family (5+ Units),CE1,VA,3,PIF,Daniel Martin,2022-08-23,2052-08-15,2026-04-21,2432,90-Day Delinquent,120,223286,2185,235774,2022-07-24,299640,2025-11-17,777,74.52,2026-03-16,2977,395,SAV-52549,43255,2026-03-11,2026-03-17,Y
East West Bank,EWB-1000835,ARM,FHLMC,Borrower 835,"7299 Main St, Unit 42",Commercial & Multi-Family (5+ Units),CR1,WA,4,M,Margaret Harris,2022-09-19,2052-09-11,2026-04-21,1177,90-Day Delinquent,90,1120006,2717,1264518,2022-08-20,1443894,2025-02-08,746,77.57,2026-03-10,3057,26,SAV-21928,23614,2026-03-20,2026-03-19,NA
East West Bank,EWB-1000836,Foreign National,PRIV,Borrower 836,"9357 Main St, Unit 48",Residential Property (1-4 Units),CS1,WA,1,FC,Emily Watson,2023-09-02,2053-08-25,2026-04-21,1405,90-Day Delinquent,90,698397,4934,776256,2023-08-03,817131,2024-12-30,830,85.47,2026-02-21,3582,371,SAV-16270,19818,2026-03-09,2026-03-17,N
East West Bank,EWB-1000837,Lot Loan,EWB-INT,Borrower 837,"7343 Main St, Unit 7",Commercial & Multi-Family (5+ Units),SP1,TX,3,FC,Donald Martinez,2023-05-06,2053-04-28,2026-04-21,1383,Current,0,295112,0,496184,2023-04-06,474384,2025-10-03,649,62.21,2026-01-21,1009,104,SAV-17854,37101,2026-03-11,2026-03-20,N
East West Bank,EWB-1000838,Equity,GNMA,Borrower 838,"4868 Main St, Unit 19",Residential Property (1-4 Units),LC1,NY,4,LEG,Nancy Jackson,2023-04-28,2053-04-20,2026-04-21,3787,Current,0,168950,0,192291,2023-03-29,230559,2025-06-21,582,73.28,2026-03-08,3259,143,SAV-53249,11814,2026-03-08,2026-03-22,N
East West Bank,EWB-1000839,Conventional,EWB-INT,Borrower 839,"8680 Main St, Unit 28",Commercial & Multi-Family (5+ Units),CE1,WA,2,LOSS,Linda Garcia,2022-05-26,2052-05-18,2026-04-21,4174,Current,0,407669,0,453664,2022-04-26,536453,2025-12-07,754,75.99,2026-03-10,3721,256,SAV-19300,21374,2026-03-18,2026-03-17,Y
East West Bank,EWB-1000840,Specialty,FHLMC,Borrower 840,"6105 Main St, Unit 23",Commercial & Multi-Family (5+ Units),SP1,CA,2,FC,Richard Davis,2023-10-11,2053-10-03,2026-04-21,2324,Current,0,558821,0,858672,2023-09-11,829436,2024-11-04,679,67.37,2026-02-12,2544,71,SAV-51108,20263,2026-03-13,2026-03-17,NA
East West Bank,EWB-1000841,ARM,FHLMC,Borrower 841,"3630 Main St, Unit 2",Residential Property (1-4 Units),CE1,MA,2,SII,Donald Martinez,2022-02-27,2052-02-20,2026-04-21,4163,60-Day Delinquent,60,331387,0,446063,2022-01-28,508361,2024-11-26,622,65.19,2026-01-31,3105,360,SAV-43870,17185,2026-03-18,2026-03-19,NA
East West Bank,EWB-1000842,Specialty,PRIV,Borrower 842,"1541 Main St, Unit 36",Commercial & Multi-Family (5+ Units),CR1,CA,2,PIF,Sandra Garcia,2023-12-03,2053-11-25,2026-04-21,2359,60-Day Delinquent,60,573184,0,955351,2023-11-03,985705,2025-12-05,849,58.15,2026-02-07,3418,394,SAV-18835,30360,2026-03-14,2026-03-18,N
East West Bank,EWB-1000843,Foreign National,PRIV,Borrower 843,"1622 Main St, Unit 47",Commercial & Multi-Family (5+ Units),HE1,MA,1,TRNS,Lisa Williams,2023-03-08,2053-02-28,2026-04-21,1781,60-Day Delinquent,60,323355,0,622963,2023-02-06,584460,2025-04-12,747,55.33,2026-02-02,3916,493,SAV-79679,14955,2026-03-07,2026-03-17,NA
East West Bank,EWB-1000844,Equity,GNMA,Borrower 844,"3663 Main St, Unit 30",Commercial & Multi-Family (5+ Units),CS1,GA,4,LOSS,Linda Garcia,2022-08-13,2052-08-05,2026-04-21,3018,Current,0,797362,0,1183668,2022-07-14,1523921,2025-05-14,592,52.32,2026-03-13,3965,232,SAV-69861,28572,2026-03-22,2026-03-19,NA
East West Bank,EWB-1000845,Conventional,FHLMC,Borrower 845,"5839 Main St, Unit 32",Residential Property (1-4 Units),CR1,FL,2,LOSS,Emily Watson,2022-02-16,2052-02-09,2026-04-21,2316,90-Day Delinquent,120,270667,4570,387501,2022-01-17,473340,2024-10-26,726,57.18,2026-03-05,2344,337,SAV-10688,24000,2026-03-11,2026-03-18,N
East West Bank,EWB-1000846,Lot Loan,EWB-INT,Borrower 846,"4540 Main St, Unit 33",Residential Property (1-4 Units),LC1,WA,4,LOSS,Richard Davis,2022-07-20,2052-07-12,2026-04-21,2122,Current,0,295781,0,413625,2022-06-20,533246,2025-11-24,727,55.47,2026-03-18,2877,46,SAV-25474,840,2026-03-14,2026-03-21,Y
East West Bank,EWB-1000847,ARM,PRIV,Borrower 847,"3898 Main St, Unit 45",Residential Property (1-4 Units),SP1,IL,2,LEG,Richard Davis,2023-10-08,2053-09-30,2026-04-21,4773,30-Day Delinquent,30,196394,0,275355,2023-09-08,259071,2025-09-23,581,75.81,2026-02-06,1934,106,SAV-41816,8122,2026-03-21,2026-03-22,N
East West Bank,EWB-1000848,Equity,FNMA,Borrower 848,"3566 Main St, Unit 38",Residential Property (1-4 Units),CR1,MA,4,DIS,Linda Garcia,2023-08-12,2053-08-04,2026-04-21,1007,90-Day Delinquent,90,255903,2729,367400,2023-07-13,381860,2024-09-20,785,67.01,2026-02-08,2865,255,SAV-33566,27619,2026-03-15,2026-03-18,N
East West Bank,EWB-1000849,Equity,FNMA,Borrower 849,"3623 Main St, Unit 48",Residential Property (1-4 Units),SP1,MA,2,FC,Thomas Thompson,2022-02-21,2052-02-14,2026-04-21,3425,30-Day Delinquent,30,409216,0,555105,2022-01-22,549865,2024-07-06,758,74.42,2026-02-04,1373,431,SAV-27070,27771,2026-03-08,2026-03-22,N
East West Bank,EWB-1000850,ARM,PRIV,Borrower 850,"3991 Main St, Unit 42",Commercial & Multi-Family (5+ Units),HE1,TX,3,PIF,Patricia Hernandez,2023-12-01,2053-11-23,2026-04-21,1830,Current,0,662804,0,973759,2023-11-01,915025,2025-10-20,692,72.44,2026-01-27,3624,374,SAV-38025,49300,2026-03-07,2026-03-19,NA
East West Bank,EWB-1000851,Lot Loan,FHLMC,Borrower 851,"7395 Main St, Unit 25",Commercial & Multi-Family (5+ Units),LC1,NY,2,FC,Jessica Taylor,2022-08-10,2052-08-02,2026-04-21,1750,Current,0,313356,0,395300,2022-07-11,470667,2025-03-27,719,66.58,2026-03-10,2889,135,SAV-31675,32931,2026-03-10,2026-03-17,N
East West Bank,EWB-1000852,Construction,PRIV,Borrower 852,"9239 Main St, Unit 7",Commercial & Multi-Family (5+ Units),LC1,FL,3,TRNS,Jessica Taylor,2023-06-03,2053-05-26,2026-04-21,3431,30-Day Delinquent,30,346958,0,431696,2023-05-04,478849,2024-09-22,636,72.46,2026-03-19,2315,496,SAV-60810,29702,2026-03-16,2026-03-17,N
East West Bank,EWB-1000853,Lot Loan,FHLMC,Borrower 853,"6540 Main St, Unit 28",Residential Property (1-4 Units),SP1,GA,4,FC,James Miller,2023-08-04,2053-07-27,2026-04-21,3412,90-Day Delinquent,90,184142,2396,304692,2023-07-05,361363,2025-10-26,638,50.96,2026-01-25,1835,427,SAV-67093,33644,2026-03-19,2026-03-22,Y
East West Bank,EWB-1000854,Conventional,FNMA,Borrower 854,"4291 Main St, Unit 39",Residential Property (1-4 Units),SP1,MA,2,M,Robert Brown,2022-01-07,2051-12-31,2026-04-21,4785,Current,0,563605,0,792927,2021-12-08,748176,2024-10-20,598,75.33,2026-02-03,2998,41,SAV-62146,30247,2026-03-08,2026-03-20,N
East West Bank,EWB-1000855,Specialty,FNMA,Borrower 855,"991 Main St, Unit 21",Residential Property (1-4 Units),CS1,GA,2,BK,Robert Brown,2023-07-19,2053-07-11,2026-04-21,2602,30-Day Delinquent,30,320377,0,551062,2023-06-19,566962,2024-11-26,720,56.51,2026-01-29,1901,208,SAV-46544,14227,2026-03-13,2026-03-21,N
East West Bank,EWB-1000856,Lot Loan,FHLMC,Borrower 856,"3243 Main St, Unit 42",Commercial & Multi-Family (5+ Units),SP1,IL,4,BK,Sandra Garcia,2023-03-31,2053-03-23,2026-04-21,4739,60-Day Delinquent,60,356703,0,529270,2023-03-01,671601,2024-07-10,794,53.11,2026-02-02,2998,0,SAV-70971,45871,2026-03-21,2026-03-18,Y
East West Bank,EWB-1000857,Specialty,FHLMC,Borrower 857,"7317 Main St, Unit 28",Commercial & Multi-Family (5+ Units),HE1,CA,4,LEG,Joseph White,2023-02-04,2053-01-27,2026-04-21,2535,Current,0,544359,0,633455,2023-01-05,612812,2024-11-01,827,88.83,2026-03-14,1556,169,SAV-11487,41547,2026-03-22,2026-03-21,N
East West Bank,EWB-1000858,Foreign National,FHLMC,Borrower 858,"3375 Main St, Unit 15",Residential Property (1-4 Units),CE1,FL,4,LOSS,Linda Garcia,2023-04-05,2053-03-28,2026-04-21,2350,90-Day Delinquent,150,295595,4699,401671,2023-03-06,364804,2025-03-20,781,81.03,2026-02-15,3141,251,SAV-22922,10871,2026-03-21,2026-03-19,Y
East West Bank,EWB-1000859,Specialty,PRIV,Borrower 859,"6219 Main St, Unit 25",Residential Property (1-4 Units),CE1,CA,4,FC,Karen Anderson,2023-01-19,2053-01-11,2026-04-21,1481,90-Day Delinquent,90,748350,2507,1224567,2022-12-20,1459906,2025-07-18,641,51.26,2026-03-10,3086,5,SAV-37919,46360,2026-03-10,2026-03-17,NA
East West Bank,EWB-1000860,ARM,PRIV,Borrower 860,"7395 Main St, Unit 14",Residential Property (1-4 Units),LC1,TX,4,M,Sarah Jenkins,2022-07-07,2052-06-29,2026-04-21,4566,Current,0,782992,0,860672,2022-06-07,864759,2025-04-05,585,90.54,2026-03-14,2476,41,SAV-29577,46424,2026-03-13,2026-03-17,Y
East West Bank,EWB-1000861,Foreign National,FNMA,Borrower 861,"9902 Main St, Unit 32",Commercial & Multi-Family (5+ Units),CS1,VA,4,TRNS,Lisa Williams,2022-05-05,2052-04-27,2026-04-21,1074,Current,0,1250624,0,1355565,2022-04-05,1740321,2024-04-11,661,71.86,2026-03-12,2864,339,SAV-67424,20455,2026-03-13,2026-03-17,Y
East West Bank,EWB-1000862,Specialty,EWB-INT,Borrower 862,"6238 Main St, Unit 22",Commercial & Multi-Family (5+ Units),LC1,TX,2,FC,Lisa Williams,2023-07-29,2053-07-21,2026-04-21,1015,30-Day Delinquent,30,586021,0,893088,2023-06-29,818999,2025-08-01,650,71.55,2026-02-28,3034,160,SAV-29620,10127,2026-03-17,2026-03-20,Y
East West Bank,EWB-1000863,Construction,PRIV,Borrower 863,"512 Main St, Unit 31",Commercial & Multi-Family (5+ Units),SP1,VA,2,LOSS,Daniel Martin,2022-07-18,2052-07-10,2026-04-21,1073,Current,0,874298,0,1244409,2022-06-18,1377196,2025-11-15,787,63.48,2026-02-20,1588,193,SAV-22261,25883,2026-03-12,2026-03-19,NA
East West Bank,EWB-1000864,Equity,PRIV,Borrower 864,"5419 Main St, Unit 50",Commercial & Multi-Family (5+ Units),HE1,WA,1,LEG,Lisa Williams,2022-02-06,2052-01-30,2026-04-21,1111,30-Day Delinquent,30,1166004,0,1394951,2022-01-07,1349792,2024-07-15,745,86.38,2026-01-26,1823,366,SAV-57107,1513,2026-03-16,2026-03-17,NA
East West Bank,EWB-1000865,ARM,FNMA,Borrower 865,"4349 Main St, Unit 50",Residential Property (1-4 Units),LC1,NY,1,SII,Sandra Garcia,2022-05-22,2052-05-14,2026-04-21,2518,90-Day Delinquent,120,379792,1467,672154,2022-04-22,827348,2024-12-09,798,45.9,2026-01-27,1788,433,SAV-80220,19062,2026-03-18,2026-03-17,Y
East West Bank,EWB-1000866,Specialty,FNMA,Borrower 866,"8260 Main St, Unit 5",Residential Property (1-4 Units),CR1,VA,3,FC,Margaret Harris,2023-10-29,2053-10-21,2026-04-21,2699,Current,0,1024126,0,1229525,2023-09-29,1271932,2026-02-01,620,80.52,2026-02-08,2358,313,SAV-18843,34727,2026-03-16,2026-03-21,N
East West Bank,EWB-1000867,ARM,PRIV,Borrower 867,"6271 Main St, Unit 32",Residential Property (1-4 Units),CE1,VA,4,LEG,Jessica Taylor,2022-02-23,2052-02-16,2026-04-21,2987,Current,0,137679,0,211842,2022-01-24,239089,2024-07-05,713,57.58,2026-02-01,2518,170,SAV-61404,4153,2026-03-12,2026-03-19,Y
East West Bank,EWB-1000868,Construction,GNMA,Borrower 868,"5633 Main St, Unit 3",Residential Property (1-4 Units),SP1,GA,1,LEG,Thomas Thompson,2023-03-11,2053-03-03,2026-04-21,2227,Current,0,911780,0,1202425,2023-02-09,1512595,2025-12-10,627,60.28,2026-02-21,1022,345,SAV-96498,49621,2026-03-21,2026-03-18,N
East West Bank,EWB-1000869,Lot Loan,FNMA,Borrower 869,"9912 Main St, Unit 42",Residential Property (1-4 Units),SP1,VA,3,BK,Matthew Moore,2023-07-28,2053-07-20,2026-04-21,3280,Current,0,386773,0,580179,2023-06-28,672415,2025-12-24,837,57.52,2026-03-11,3894,193,SAV-12895,41430,2026-03-13,2026-03-17,NA
East West Bank,EWB-1000870,Lot Loan,PRIV,Borrower 870,"5323 Main St, Unit 13",Commercial & Multi-Family (5+ Units),CE1,VA,4,TRNS,Donald Martinez,2023-03-24,2053-03-16,2026-04-21,3672,90-Day Delinquent,90,281229,1297,336633,2023-02-22,404879,2025-12-04,729,69.46,2026-02-16,1573,186,SAV-43334,12295,2026-03-14,2026-03-18,NA
